id,block_timestamp,event_index,extrinsic_index,phase,module_id,event_id,extrinsic_hash,finalized,params
2716401500000,1754235378,27164015-0,,2,staking,EraPaid,0x1ce211bc6ae3c2c050065632b532de94bf250b5148a18be8b2f1e5b529d93100,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1888, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2714964800000,1754148978,27149648-0,,2,staking,EraPaid,0x6b40ae235b09f283f20af454299d889baa4dd03c02e40ae23a8d62ac376005f1,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1887, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2713529000000,1754062578,27135290-0,,2,staking,EraPaid,0xd8b5ebb3895505179d4befd6f88626dfe3a47f2cb19d414a93dea10819691557,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1886, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2712093200000,1753976178,27120932-0,,2,staking,EraPaid,0xd4fca254e3960ac425dbe1239f3b4c9cac810328d72de1c28184f37d7c4ae47a,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1885, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2710660100000,1753889778,27106601-0,,2,staking,EraPaid,0xee7eb20cac464d741d62e19b0b02ae278b7fd782faeda8f6e972f650bed41863,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1884, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584054732686', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161892011650', 'name': 'remainder'}]"
2709227700000,1753803378,27092277-0,,2,staking,EraPaid,0x2721515ab68cab11ec66cb83bf882cc516985c5b9ba81c596c712754fd7d7da8,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1883, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2707791100000,1753716978,27077911-0,,2,staking,EraPaid,0x303bc3ab8b8f59050643c0b6d4c8024f2e752633fc6b728d22d5946eeef7eac5,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1882, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794389940572925', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493127636571692', 'name': 'remainder'}]"
2706356300000,1753630584,27063563-0,,2,staking,EraPaid,0xedf316f0f35d9b9b98d48cbab47558abf37491cde23fe3f34f3c6ee54b4748fa,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1881, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2704919500000,1753544178,27049195-0,,2,staking,EraPaid,0xc02cc88cb8d1090f405e87a013d763ab80b4f306e409cc23032da22a277b7ea8,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1880, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2703484200000,1753457778,27034842-0,,2,staking,EraPaid,0x05ba1be958b50d973e6f9883e812e358093fa8bacc60d94fc3026a6d9b5317c8,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1879, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794389940572925', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493127636571692', 'name': 'remainder'}]"
2702047600000,1753371384,27020476-0,,2,staking,EraPaid,0x2bdaab977065ab5c11408411fb41273bccef7adee6828c292d35cca62c002c7d,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1878, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
2700610700000,1753284978,27006107-0,,2,staking,EraPaid,0xb782e721f81ab5344a5aaaea20795d28d83d7697adeda7940375c642973f2665,True,"[{'type': 'U32', 'type_name': 'EraIndex', 'value': 1877, 'name': 'era_index'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '2794584022385717', 'name': 'validator_payout'}, {'type': 'U128', 'type_name': 'BalanceOf', 'value': '493161886303361', 'name': 'remainder'}]"
